finlandizar	finlandizar	V;NFIN	-
finlandizar	finlandizar	V;1;SG;NFIN	-
finlandizar	finlandizares	V;NFIN|2;SG	finlandizar|ares
finlandizar	finlandizar	V;3;SG;NFIN	-
finlandizar	finlandizarmos	V;NFIN|1;PL	finlandizar|armos
finlandizar	finlandizardes	V;NFIN|2;PL	finlandizar|ardes
finlandizar	finlandizarem	V;NFIN|3;PL	finlandizar|arem
finlandizar	finlandizado	V|V.PTCP;PST;MASC;SG	finlandizar|ado
finlandizar	finlandizados	V|V.PTCP;PST|MASC;PL	finlandizar|ado|s
finlandizar	finlandizada	V|V.PTCP;PST|FEM;SG	finlandizar|ado|a
finlandizar	finlandizadas	V|V.PTCP;PST|FEM|PL	finlandizar|ado|a|s
finlandizar	finlandizo	V|IND;PRS;1;SG	finlandizar|o
finlandizar	finlandizas	V|IND;PRS;2;SG	finlandizar|as
finlandizar	finlandiza	V|IND;PRS;3;SG	finlandizar|a
finlandizar	finlandizamos	V|IND;PRS;1;PL	finlandizar|amos
finlandizar	finlandizais	V|IND;PRS;2;PL	finlandizar|ais
finlandizar	finlandizam	V|IND;PRS;3;PL	finlandizar|am
finlandizar	finlandizava	V|IND;PST;IPFV;1;SG	finlandizar|ava
finlandizar	finlandizavas	V|IND;PST;IPFV;2;SG	finlandizar|avas
finlandizar	finlandizava	V|IND;PST;IPFV;3;SG	finlandizar|ava
finlandizar	finlandizávamos	V|IND;PST;IPFV;1;PL	finlandizar|ávamos
finlandizar	finlandizáveis	V|IND;PST;IPFV;2;PL	finlandizar|áveis
finlandizar	finlandizavam	V|IND;PST;IPFV;3;PL	finlandizar|avam
finlandizar	finlandizei	V|IND;PST;PFV;1;SG	finlandizar|ei
finlandizar	finlandizaste	V|IND;PST;PFV;2;SG	finlandizar|aste
finlandizar	finlandizou	V|IND;PST;PFV;3;SG	finlandizar|ou
finlandizar	finlandizamos	V|IND;PST;PFV;1;PL	finlandizar|amos
finlandizar	finlandizastes	V|IND;PST;PFV;2;PL	finlandizar|astes
finlandizar	finlandizaram	V|IND;PST;PFV;3;PL	finlandizar|aram
finlandizar	finlandizara	V|IND;PST;PRF;1;SG	finlandizar|ara
finlandizar	finlandizaras	V|IND;PST;PRF;2;SG	finlandizar|aras
finlandizar	finlandizara	V|IND;PST;PRF;3;SG	finlandizar|ara
finlandizar	finlandizáramos	V|IND;PST;PRF;1;PL	finlandizar|áramos
finlandizar	finlandizáreis	V|IND;PST;PRF;2;PL	finlandizar|áreis
finlandizar	finlandizaram	V|IND;PST;PRF;3;PL	finlandizar|aram
finlandizar	finlandizarei	V|IND;FUT;1;SG	finlandizar|arei
finlandizar	finlandizarás	V|IND;FUT;2;SG	finlandizar|arás
finlandizar	finlandizará	V|IND;FUT;3;SG	finlandizar|ará
finlandizar	finlandizaremos	V|IND;FUT;1;PL	finlandizar|aremos
finlandizar	finlandizareis	V|IND;FUT;2;PL	finlandizar|areis
finlandizar	finlandizarão	V|IND;FUT;3;PL	finlandizar|arão
finlandizar	finlandizaria	V|COND;1;SG	finlandizar|aria
finlandizar	finlandizarias	V|COND;2;SG	finlandizar|arias
finlandizar	finlandizaria	V|COND;3;SG	finlandizar|aria
finlandizar	finlandizaríamos	V|COND;1;PL	finlandizar|aríamos
finlandizar	finlandizaríeis	V|COND;2;PL	finlandizar|aríeis
finlandizar	finlandizariam	V|COND;3;PL	finlandizar|ariam
finlandizar	finlandize	V|SBJV;PRS;1;SG	finlandizar|e
finlandizar	finlandizes	V|SBJV;PRS;2;SG	finlandizar|es
finlandizar	finlandize	V|SBJV;PRS;3;SG	finlandizar|e
finlandizar	finlandizemos	V|SBJV;PRS;1;PL	finlandizar|emos
finlandizar	finlandizeis	V|SBJV;PRS;2;PL	finlandizar|eis
finlandizar	finlandizem	V|SBJV;PRS;3;PL	finlandizar|em
finlandizar	finlandizasse	V|SBJV;PST;IPFV;1;SG	finlandizar|asse
finlandizar	finlandizasses	V|SBJV;PST;IPFV;2;SG	finlandizar|asses
finlandizar	finlandizasse	V|SBJV;PST;IPFV;3;SG	finlandizar|asse
finlandizar	finlandizássemos	V|SBJV;PST;IPFV;1;PL	finlandizar|ássemos
finlandizar	finlandizásseis	V|SBJV;PST;IPFV;2;PL	finlandizar|ásseis
finlandizar	finlandizassem	V|SBJV;PST;IPFV;3;PL	finlandizar|assem
finlandizar	finlandizar	V;SUBJ;FUT;1;SG	-
finlandizar	finlandizares	V|SUBJ;FUT;2;SG	finlandizar|ares
finlandizar	finlandizar	V;SUBJ;FUT;3;SG	-
finlandizar	finlandizarmos	V|SUBJ;FUT;1;PL	finlandizar|armos
finlandizar	finlandizardes	V|SUBJ;FUT;2;PL	finlandizar|ardes
finlandizar	finlandizarem	V|SUBJ;FUT;3;PL	finlandizar|arem
finlandizar	finlandiza	V|IMP;POS;2;SG	finlandizar|a
finlandizar	finlandize	V|IMP;POS;3;SG	finlandizar|e
finlandizar	finlandizemos	V|IMP;POS;1;PL	finlandizar|emos
finlandizar	finlandizai	V|IMP;POS;2;PL	finlandizar|ai
finlandizar	finlandizem	V|IMP;POS;3;PL	finlandizar|em
valorar	valorar	V;NFIN	-
valorar	valorar	V;1;SG;NFIN	-
valorar	valorar	V;3;SG;NFIN	-
valorar	valorar	V;SUBJ;FUT;1;SG	-
valorar	valorar	V;SUBJ;FUT;3;SG	-
reinar	reinar	V;NFIN	-
reinar	reinar	V;1;SG;NFIN	-
reinar	reinar	V;3;SG;NFIN	-
reinar	reinar	V;SUBJ;FUT;1;SG	-
reinar	reinar	V;SUBJ;FUT;3;SG	-
franzir	franzir	V;NFIN	-
franzir	franzir	V;1;SG;NFIN	-
franzir	franzir	V;3;SG;NFIN	-
franzir	franzir	V;SUBJ;FUT;1;SG	-
franzir	franzir	V;SUBJ;FUT;3;SG	-
penetrar	penetrar	V;NFIN	-
penetrar	penetrar	V;1;SG;NFIN	-
penetrar	penetrar	V;3;SG;NFIN	-
penetrar	penetrar	V;SUBJ;FUT;1;SG	-
penetrar	penetrar	V;SUBJ;FUT;3;SG	-
sentir	sentir	V;NFIN	-
sentir	sentir	V;1;SG;NFIN	-
sentir	sentir	V;3;SG;NFIN	-
sentir	sentir	V;SUBJ;FUT;1;SG	-
sentir	sentir	V;SUBJ;FUT;3;SG	-
aparar	aparar	V;NFIN	-
aparar	aparar	V;1;SG;NFIN	-
aparar	aparar	V;3;SG;NFIN	-
aparar	aparar	V;SUBJ;FUT;1;SG	-
aparar	aparar	V;SUBJ;FUT;3;SG	-
tossir	tossir	V;NFIN	-
tossir	tossir	V;1;SG;NFIN	-
tossir	tossir	V;3;SG;NFIN	-
tossir	tossir	V;SUBJ;FUT;1;SG	-
tossir	tossir	V;SUBJ;FUT;3;SG	-
discriminar	discriminar	V;NFIN	-
discriminar	discriminar	V;1;SG;NFIN	-
discriminar	discriminar	V;3;SG;NFIN	-
discriminar	discriminar	V;SUBJ;FUT;1;SG	-
discriminar	discriminar	V;SUBJ;FUT;3;SG	-
emburrecer	emburrecer	V;NFIN	-
emburrecer	emburrecer	V;1;SG;NFIN	-
emburrecer	emburrecer	V;3;SG;NFIN	-
emburrecer	emburrecer	V;SUBJ;FUT;1;SG	-
emburrecer	emburrecer	V;SUBJ;FUT;3;SG	-
abluir	abluir	V;NFIN	-
abluir	abluir	V;1;SG;NFIN	-
abluir	abluir	V;3;SG;NFIN	-
abluir	abluir	V;SUBJ;FUT;1;SG	-
abluir	abluir	V;SUBJ;FUT;3;SG	-
descomplicar	descomplicar	V;NFIN	-
descomplicar	descomplicar	V;1;SG;NFIN	-
descomplicar	descomplicar	V;3;SG;NFIN	-
descomplicar	descomplicar	V;SUBJ;FUT;1;SG	-
descomplicar	descomplicar	V;SUBJ;FUT;3;SG	-
desorganizar	desorganizar	V;NFIN	-
desorganizar	desorganizar	V;1;SG;NFIN	-
desorganizar	desorganizar	V;3;SG;NFIN	-
desorganizar	desorganizar	V;SUBJ;FUT;1;SG	-
desorganizar	desorganizar	V;SUBJ;FUT;3;SG	-
imiscuir	imiscuir	V;NFIN	-
imiscuir	imiscuir	V;1;SG;NFIN	-
imiscuir	imiscuir	V;3;SG;NFIN	-
imiscuir	imiscuir	V;SUBJ;FUT;1;SG	-
imiscuir	imiscuir	V;SUBJ;FUT;3;SG	-
abrandar	abrandar	V;NFIN	-
abrandar	abrandar	V;1;SG;NFIN	-
abrandar	abrandar	V;3;SG;NFIN	-
abrandar	abrandar	V;SUBJ;FUT;1;SG	-
abrandar	abrandar	V;SUBJ;FUT;3;SG	-
certificar	certificar	V;NFIN	-
certificar	certificar	V;1;SG;NFIN	-
certificar	certificar	V;3;SG;NFIN	-
certificar	certificar	V;SUBJ;FUT;1;SG	-
certificar	certificar	V;SUBJ;FUT;3;SG	-
macerar	macerar	V;NFIN	-
macerar	macerar	V;1;SG;NFIN	-
macerar	macerar	V;3;SG;NFIN	-
macerar	macerar	V;SUBJ;FUT;1;SG	-
macerar	macerar	V;SUBJ;FUT;3;SG	-
usurpar	usurpar	V;NFIN	-
usurpar	usurpar	V;1;SG;NFIN	-
usurpar	usurpar	V;3;SG;NFIN	-
usurpar	usurpar	V;SUBJ;FUT;1;SG	-
usurpar	usurpar	V;SUBJ;FUT;3;SG	-
fraquear	fraquear	V;NFIN	-
fraquear	fraquear	V;1;SG;NFIN	-
fraquear	fraquear	V;3;SG;NFIN	-
fraquear	fraquear	V;SUBJ;FUT;1;SG	-
fraquear	fraquear	V;SUBJ;FUT;3;SG	-
improvisar	improvisar	V;NFIN	-
improvisar	improvisar	V;1;SG;NFIN	-
improvisar	improvisar	V;3;SG;NFIN	-
improvisar	improvisar	V;SUBJ;FUT;1;SG	-
improvisar	improvisar	V;SUBJ;FUT;3;SG	-
valorizar	valorizar	V;NFIN	-
valorizar	valorizar	V;1;SG;NFIN	-
valorizar	valorizar	V;3;SG;NFIN	-
valorizar	valorizar	V;SUBJ;FUT;1;SG	-
valorizar	valorizar	V;SUBJ;FUT;3;SG	-
enfaixar	enfaixar	V;NFIN	-
enfaixar	enfaixar	V;1;SG;NFIN	-
enfaixar	enfaixar	V;3;SG;NFIN	-
enfaixar	enfaixar	V;SUBJ;FUT;1;SG	-
